Diseases,TB,,,,,,,,,,,,,,Malaria,,,,,,,,,,,,,,HIV,,,,,,,,,,,Roundworm,,,Hookworm,,Whipworm,,,Schistosomiasis,Onchocerciasis,LF,,
Companies,F. Hoffmann-La Roche Ltd,Pfizer Inc.,Sanofi,Merck,Merck,Pfizer Inc.,Pfizer Inc.,Pfizer Inc.,Bristol-Myers Squibb,Eli Lilly and Company,Daiichi Sankyo,Bayer Healthcare,"Kyorin Pharmaceutical Co., Ltd.",Daiichi Sankyo,Novartis,"Guilin Pharmaceutical Co., Ltd.",Artepharm,Sanofi,Sanofi,Sanofi,Sanofi,Sanofi,GlaxoSmithKline,Bayer Healthcare,Sanofi,Chongqing Holley Pharmaceutical Co. Ltd and Sigma Tau Industrie Farmaceutiche,Taisho Pharmaceuticals,Pfizer Inc.,Shire Pharmaceuticals,GlaxoSmithKline,GlaxoSmithKline,Bristol-Myers Squibb,Bristol-Myers Squibb,Merck,"Gilead Sciences, Inc.",Abbott Laboratories,Boehringer Ingelheim,Bristol-Myers Squibb,"Gilead Sciences, Inc.",GlaxoSmithKline,Johnson and Johnson,Merck,GlaxoSmithKline,Johnson and Johnson,GlaxoSmithKline,Johnson and Johnson,Merck,Bayer Healthcare,Merck,GlaxoSmithKline,Merck,Pfizer Inc.
Drugs,Isoniazid (H or INH),Ethambutol (E or EMB),RIfampicin (R or RMP),Pyrazinamide (Z or PZA),Streptomycin (S or STR),Ethionamide (Eto),p-aminosalicylic acid (PAS),Cycloserine (Cs),Amikacin (Amk),Capreomycin (Cm),Levofloxacin (Lfx),Moxifloxacin (Mfx),Gatifloxacin (Gfx),Ofloxacin (Ofx),Artemether-Lumefantrine (AL),Artemether (AM),Artemisinin + Piperaquine (ART + PPQ),Artesunate + Amodiaquine + Primaquine (AS + AQ + PQ),Artesunate/Amodiaquine (AS + AQ),Artesunate + Mefloquine + Primaquine (AS + MQ + PQ),Artesunate / Sulfadoxine-pyrimethamine (AS + SP),Artesunate + Sulfadoxine + Primaquine (AS + SP + PQ),Atovaquone + Proguanil (AT + PG),Chloroquine (CQ),Chloroquine + Primaquine (CQ + PQ),DHA-Piperaquine (DHA-PPQ),Clarithromycin (CL),Doxycycline (D),Lamivudine (3TC),Abacavir (ABC),Zidovudine (AZT),Didanosine (ddl),Stavudine (d4t),Efavirenz (EFV),Emtricitabine (FTC),Lopinavir / Ritonavir (LPV/r),Nevirapine (NVP),Atazanafir/Ritonavir (ATV/r),Tenofovir (TDF),Albendazole (ALB),Mebendazole (MBD),Ivermectin (IVM),Albendazole (ALB),Mebendazole (MBD),Albendazole (ALB),Mebendazole (MBD),Ivermectin (IVM),Praziquantel (PZQ),Ivermectin (IVM),Albendazole (ALB),Ivermectin (IVM),Diethylcarbamazine (DEC)
Togo,12302.57833,12302.57833,12302.57833,12302.57833,0,0,0,35.29055468,11.76351823,11.76351823,8.822638671,8.822638671,8.822638671,8.822638671,59645.85024,0,0,0,59937.14521,0,0,0,0,0,0,0,0,0,809.5066978,47.42562403,335.8055731,1.340575092,6.864021868,543.9958704,187.1129063,87.29311349,356.1473928,10.34130364,626.7847897,0,0,0,0,0,0,0,0,1014.731831,0,0,0,0
Tokelau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tonga,11.65891196,11.65891196,11.65891196,11.65891196,0,0,0,0.023107944,0.007702648,0.007702648,0.005776986,0.005776986,0.005776986,0.005776986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124466196,0.00049661,0.046291352,0,0,0.096295839,0.035051868,0.010442062,0.050826745,0.001953417,0.116277844,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,123.3798555,123.3798555,123.3798555,123.3798555,0,0,0,0.244538664,0.081512888,0.081512888,0.061134666,0.061134666,0.061134666,0.061134666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.2949441,3.678294628,57.78804919,0.090507264,0.467496839,108.9599851,38.53560618,13.3081861,62.57737843,2.063187716,128.7449442,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,2280.466007,2280.466007,2280.466007,2283.028147,3.192132324,11.26725003,11.26725003,11.96055006,0.231100012,0.231100012,11.44057503,0.173325009,0.173325009,0.173325009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.46108072,0.196225616,18.08796261,0,0,37.38092174,13.65170035,4.116917362,19.84324955,0.771692418,45.22992749,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,6779.382528,6779.382528,6779.382528,6819.675506,47.8566525,128.3856233,128.3856233,136.4013533,2.671909995,2.671909995,130.3895558,2.003932497,2.003932497,2.003932497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkmenistan,3752.018067,3752.018067,3752.018067,3752.018067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,82802.69064,82802.69064,82802.69064,83725.51571,937.6790422,1113.1859,1113.1859,1188.67418,25.16275977,25.16275977,1132.05797,18.87206983,18.87206983,18.87206983,4116612.971,0,0,0,0,0,0,0,0,0,0,0,0,0,59920.99328,4624.633626,26052.85227,130.6201227,671.5826541,37853.50329,12631.19959,6813.695695,27316.29841,681.5343655,42585.21805,0,0,0,0,0,0,0,0,8391.677978,0,12.21698608,12.21698608,0
Ukraine,24087.09708,24087.09708,24087.09708,27366.42445,3451.34691,5220.105596,5220.105596,5563.153712,114.3493721,114.3493721,5305.867625,85.7620291,85.7620291,85.7620291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2939.448571,42.0089538,1125.131282,0.888545727,4.576349511,2206.082821,798.449799,262.3476358,1225.105021,45.13048271,2649.114449,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,672.6493431,672.6493431,672.6493431,672.6493431,0,0,0,1.333189853,0.444396618,0.444396618,0.333297463,0.333297463,0.333297463,0.333297463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.43915659,0.109480088,10.20514567,0,0,21.22886937,7.727348635,2.302001505,11.20499438,0.430639974,25.633996,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom of Great Britain and Northern Ireland,1807.058047,1807.058047,1807.058047,1809.130375,3.05445094,10.80294986,10.80294986,11.46366917,0.220239771,0.220239771,10.96812969,0.165179828,0.165179828,0.165179828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,4603.49232,4603.49232,4603.49232,4603.49232,0,0,0,1.715387727,0.571795909,0.571795909,0.428846932,0.428846932,0.428846932,0.428846932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754.5837707,3.0107302,280.644096,0,0,583.7992959,212.5040487,63.30562567,308.1401894,11.84270857,704.9413963,0,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,277.8577328,277.8577328,277.8577328,277.9187719,0.105027085,0.452072588,0.452072588,0.479453691,0.009127034,0.009127034,0.458917863,0.006845276,0.006845276,0.006845276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.26669516,0.404581082,10.35222251,0.008726193,0.045073373,20.61113119,7.36351895,2.338590899,11.29257158,0.395458792,24.55642249,0,0,0,0,0,0,0,0,0,0,0,0,0
US Virgin Islands,6.730051203,6.730051203,6.730051203,6.730051203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,14054.55567,14054.55567,14054.55567,15727.41799,1726.736239,2775.030436,2775.030436,2956.660885,60.54348294,60.54348294,2820.438048,45.40761221,45.40761221,45.40761221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.337195,1.471605375,54.04201143,0.02605899,0.134602407,107.8683418,39.18371098,12.46005575,58.99905488,2.215965276,129.9254056,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,160.7623842,160.7623842,160.7623842,160.7623842,0,0,0,0.318630772,0.106210257,0.106210257,0.079657693,0.079657693,0.079657693,0.079657693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67572864,0.066534852,6.202021526,0,0,12.90152136,4.696178197,1.399006281,6.809664321,0.261714871,15.57866984,11.33437664,10.63012055,0,10.07202354,6.025582515,0.5341677,0.637930318,0,0,0,0,0,0
Venezuela,4118.42451,4118.42451,4118.42451,4201.596959,90.09092099,161.0220043,161.0220043,171.4160983,3.464698014,3.464698014,163.6205278,2.598523511,2.598523511,2.598523511,0,0,0,1.619476727,0,1.619476727,0,0,0,2.401052272,4.802104545,0,0,0,629.3543074,2.242786621,227.1396347,0,0,498.038078,176.2298154,47.8967094,250.8144565,8.834878961,592.2627161,1260.972565,598.7403654,0,42.7093264,3.340608402,381.0532264,743.9550248,0,0,0,0,0,0
Viet Nam,96668.32631,96668.32631,96668.32631,97129.90664,495.6658708,839.5428053,839.5428053,894.0275461,18.16158028,18.16158028,853.1639905,13.62118521,13.62118521,13.62118521,0,0,0,0,0,0,0,0,0,2047.64311,4095.286219,0,902.2367065,916.858434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wallis and Futuna Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bank and Gaza Strip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen,16368.64128,16368.64128,16368.64128,16368.64128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3746.120024,0,0,0,0,0,0,0,7.77494307,0.616182178,3.372632972,0.017737993,0.090796326,4.887400068,1.652592482,0.929296135,3.530873771,0.095288808,5.540475103,0,0,0,0,0,0,0,0,345.3619347,0,0,0,0
Zambia,35918.25475,35918.25475,35918.25475,36151.12314,255.7504639,556.7459457,556.7459457,592.1132016,11.78908529,11.78908529,565.5877597,8.84181397,8.84181397,8.84181397,129793.7655,0,0,0,0,0,0,0,0,0,0,0,0,0,20236.19922,2806.442844,9888.275336,81.23781156,417.5638065,10325.47887,3075.170806,2842.695601,10049.21406,164.1604248,10586.87002,0,0,0,0,0,0,0,0,659.8353936,0,6.462994918,6.462994918,0
Zimbabwe,62462.86757,62462.86757,62462.86757,62756.26034,321.2061557,564.5795498,564.5795498,601.0420858,12.15417866,12.15417866,573.6951838,9.115633998,9.115633998,9.115633998,1080.729268,0,0,0,0,0,0,0,0,0,0,0,0,0,52929.8065,5400.582305,24512.04137,152.7704359,787.3938136,30429.66556,9741.31085,6523.241702,25328.33578,521.8486973,33087.55183,0,0,0,0,0,0,0,0,526.277072,0,0.000368609,0.000368609,0
