Disease,TB,,,,,,,,,,,,,,Malaria,,,,,,,,,,,,HIV,,,,,,,,,,,,Roundworm,,,Hookworm,,Whipworm,,,Schistosomiasis,Onchocerciasis,LF,,
Company,F. Hoffmann-La Roche Ltd,Pfizer Inc.,Sanofi,Merck,Merck,Pfizer Inc.,Pfizer Inc.,Pfizer Inc.,Bristol-Myers Squibb,Eli Lilly and Company,Daiichi Sankyo,Bayer Healthcare,"Kyorin Pharmaceutical Co., Ltd.",Daiichi Sankyo,Novartis,Sanofi,Chongqing Holley Pharmaceutical Co. Ltd and Sigma Tau Industrie Farmaceutiche,Sanofi,Artepharm,F. Hoffmann-La Roche Ltd,Sanofi,Taisho Pharmaceuticals,Pfizer Inc.,Sanofi,Bayer Healthcare,Imperial Chemical Industries,Shire Pharmaceuticals,GlaxoSmithKline,GlaxoSmithKline,Bristol-Myers Squibb,Bristol-Myers Squibb,Merck,"Gilead Sciences, Inc.",Abbott Laboratories,Boehringer Ingelheim,"Gilead Sciences, Inc.",Bristol-Myers Squibb,Pfizer Inc.,GlaxoSmithKline,Johnson and Johnson,Merck,GlaxoSmithKline,Johnson and Johnson,GlaxoSmithKline,Johnson and Johnson,Merck,Bayer Healthcare,,GlaxoSmithKline,Merck,Pfizer Inc.
 ,Isoniazid (H or INH),Ethambutol (E or EMB),RIfampicin (R or RMP),Pyrazinamide (Z or PZA),Streptomycin (S or STR),Ethionamide (Eto),p-aminosalicylic acid (PAS),Cycloserine (Cs),Amikacin (Amk),Capreomycin (Cm),Levofloxacin (Lfx),Moxifloxacin (Mfx),Gatifloxacin (Gfx),Ofloxacin (Ofx),Artemether-Lumefantrine (AL),Artesunate / Sulfadoxine-pyrimethamine (AS + SP),DHA-Piperaquine (DHA-PPQ),Artesunate/Amodiaquine (AS + AQ),Artemisinin + Piperaquine (ART + PPQ),Sulfadoxine-pyrimethamine (SP),Artesunate+Mefloquine+Primaquine (AS + MQ + PQ),Clarithromycin (CL),Doxycycline (D),Chloroquine + Primaquine (CQ + PQ),Chloroquine (CQ),Proguanil (PG),Lamivudine (3TC),Abacavir (ABC),Zidovudine (AZT),Didanosine (ddl),Stavudine (d4t),Efavirenz (EFV),Emtricitabine (FTC),Lopinavir / Ritonavir (LPV/r),Nevirapine (NVP),Tenofovir (TDF),Atazanafir/Ritonavir (ATV/r),Nelfinavir (NFV),Albendazole (ALB),Mebendazole (MBD),Ivermectin (IVM),Albendazole (ALB),Mebendazole (MBD),Albendazole (ALB),Mebendazole (MBD),Ivermectin (IVM),Praziquantel (PZQ),,Albendazole (ALB),Ivermectin (IVM),Diethylcarbamazine (DEC)
Togo,32865.35348,32865.35348,32865.35348,32865.35348,0,0,0,31.02060364,10.34020121,10.34020121,7.755150909,7.755150909,7.755150909,7.755150909,81426.59077,0,0,69300.33684,0,0,0,0,0,0,0,0,4281.683515,53.80807943,1747.509824,0,1947.95871,1756.790622,232.8627829,61.79492864,2687.851149,765.2696846,0,0,0,0,0,0,0,0,0,0,3009.035277,,0,0,0
Tokelau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Tonga,55.16988392,55.16988392,55.16988392,55.16988392,0,0,0,0.046994574,0.015664858,0.015664858,0.011748644,0.011748644,0.011748644,0.011748644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Trinidad and Tobago,259.062616,259.062616,259.062616,259.062616,0,0,0,0.239602902,0.079867634,0.079867634,0.059900726,0.059900726,0.059900726,0.059900726,0,0,0,0,0,0,0,0,0,0,0,0,343.6920412,9.256219833,269.1598497,0.079886372,18.37999043,235.1965173,26.40093638,37.64191572,55.94770304,73.37680403,41.33931423,0.047413719,0,0,0,0,0,0,0,0,0,,0,0,0
Tunisia,3596.43397,3596.43397,3596.43397,3596.725169,0.344237581,1.550639296,1.550639296,1.747525032,0.065628579,0.065628579,1.59986073,0.049221434,0.049221434,0.049221434,0,0,0,0,0,0,0,0,0,0,0,0,32.99328343,0.097712449,13.53803957,0,14.77525505,14.19550626,2.048751693,0.258459151,20.57454185,6.63102805,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Turkey,31328.82098,31328.82098,31328.82098,31345.31321,19.49609805,69.45178534,69.45178534,75.12410552,1.890773394,1.890773394,70.86986539,1.418080046,1.418080046,1.418080046,0,0,0,0,0,0,0,0,0,0,0,0,25.51830602,0.006762284,10.58602175,0,11.47214594,10.6714002,1.509591245,0.139341002,16.21715606,4.962967292,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Turkmenistan,9465.560933,9465.560933,9465.560933,9465.560933,0,0,0,2.242918833,0.747639611,0.747639611,0.560729708,0.560729708,0.560729708,0.560729708,0,0,0,0,0,0,0,0,0,0,0,0,1.376192481,0.190411907,0.463684331,0,0.722096243,0.42431885,0,0.144643821,0.776972916,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Uganda,196006.9224,196006.9224,196006.9224,196008.1235,1.419885864,4.60031797,4.60031797,38.0075543,11.13574544,11.13574544,12.95212705,8.351809082,8.351809082,8.351809082,3399503.477,0,0,0,0,0,0,0,0,0,0,0,93871.15477,1326.574243,38220.79845,0,42762.42583,38469.35092,5061.597321,1463.207758,58799.72761,16622.95357,0,0,0,0,0,0,0,0,0,0,8421.805037,,0,0,0
Ukraine,70556.46963,70556.46963,70556.46963,70804.4963,293.2018819,795.9253978,795.9253978,877.4830797,27.18589399,27.18589399,816.3148183,20.38942049,20.38942049,20.38942049,0,0,0,0,0,0,0,0,0,0,0,0,5621.169173,30.4171646,2299.314929,0,2525.554897,2404.659269,342.2897101,53.87142961,3500.416145,1108.171893,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
United Arab Emirates,671.7491217,671.7491217,671.7491217,671.7491217,0,0,0,0.581791551,0.193930517,0.193930517,0.145447888,0.145447888,0.145447888,0.145447888,0,0,0,0,0,0,0,0,0,0,0,0,35.09274146,0.168955518,14.43200699,0,15.81341824,14.74201401,2.061655833,0.312790275,22.07494178,6.740016548,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
United Kingdom of Great Britain and Northern Ireland,5328.61965,5328.61965,5328.61965,5329.757367,1.344938461,4.632355979,4.632355979,4.974817334,0.114153785,0.114153785,4.717971318,0.085615339,0.085615339,0.085615339,0,0,0,0,0,0,0,0,0,0,0,0,28.52638256,3.946949998,9.611472811,0,14.96795975,8.795486093,0,2.998246993,16.10546994,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
United States,10574.04762,10574.04762,10574.04762,10574.04762,0,0,0,9.279003237,3.093001079,3.093001079,2.319750809,2.319750809,2.319750809,2.319750809,0,0,0,0,0,0,0,0,0,0,0,0,1156.165484,31.03464476,906.433028,0.430069339,61.62520812,790.3494929,88.51817444,127.3047469,188.6000375,246.0208474,138.6041986,0.255252383,0,0,0,0,0,0,0,0,0,,0,0,0
Uruguay,673.0971092,673.0971092,673.0971092,673.1300993,0.038998892,0.109862353,0.109862353,0.71703614,0.202391262,0.202391262,0.2616558,0.151793447,0.151793447,0.151793447,0,0,0,0,0,0,0,0,0,0,0,0,359.7817978,9.103148245,286.570899,0.433728754,18.05347766,247.433582,26.1710957,39.79651973,58.01601713,72.65909741,40.88303897,0.257464512,0,0,0,0,0,0,0,0,0,,0,0,0
US Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Uzbekistan,34459.01731,34459.01731,34459.01731,34479.68003,24.4261943,109.6511221,109.6511221,179.3519835,23.23362048,23.23362048,127.0763374,17.42521536,17.42521536,17.42521536,0,0,0,0,0,0,0,0,0,0,0,0,421.8747379,2.874086091,172.2746414,0,190.0533888,179.5286772,25.30145369,4.452045002,262.7569501,81.97407532,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Vanuatu,589.3661309,589.3661309,589.3661309,589.3661309,0,0,0,0.502031335,0.167343778,0.167343778,0.125507834,0.125507834,0.125507834,0.125507834,18.38420311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.81920142,14.67124322,0,13.27394124,7.62720362,0.633889224,0.763384828,0,0,,0,0,0
Venezuela,8762.967706,8762.967706,8762.967706,8762.967706,0,0,0,7.70952236,2.569840787,2.569840787,1.92738059,1.92738059,1.92738059,1.92738059,0,0,0,0,0,0,0,0,0,26.23650412,13.11825206,0,1220.482597,30.93868766,972.7491082,2.203856865,61.3880508,831.3601404,88.67011081,139.5117594,200.532972,246.2807179,138.6440294,1.307663467,289.7246236,0,97.8512126,24.85892438,0,355.0907281,0,193.6773349,42.85914943,,0,0,0
Viet Nam,127952.226,127952.226,127952.226,127954.8078,3.051989934,9.50505039,9.50505039,121.7186064,37.40451867,37.40451867,37.5584394,28.05338901,28.05338901,28.05338901,0,0,571.4950711,0,0,0,0,0,0,254.8070329,127.4035165,0,14269.24458,162.3416193,5824.631129,0,6487.220898,5883.029585,787.6758735,193.737504,8955.282691,2582.726805,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Wallis and Futuna Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
West Bank and Gaza Strip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Yemen,59490.87541,59490.87541,59490.87541,59490.87541,0,0,0,4.701283279,1.567094426,1.567094426,1.17532082,1.17532082,1.17532082,1.17532082,0,64662.03057,0,0,0,0,0,0,0,617.8320551,308.9160276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1317.882087,,0,0,0
Zambia,56989.90111,56989.90111,56989.90111,56989.90111,0,0,0,62.70729666,20.90243222,20.90243222,15.67682416,15.67682416,15.67682416,15.67682416,601688.293,0,0,0,0,0,0,0,0,0,0,0,8488.399111,151.680036,3454.232711,0,3895.701552,3387.241378,426.0986083,153.4546245,5350.689269,1412.88342,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Zimbabwe,69388.14565,69388.14565,69388.14565,69390.06409,2.267858558,7.116652127,7.116652127,87.90120927,26.92818571,26.92818571,27.31279141,20.19613929,20.19613929,20.19613929,6540.436317,0,0,0,0,0,0,0,0,0,0,0,46707.81124,702.8579691,19019.08032,0,21330.67248,18980.05391,2465.052359,755.1341086,29330.72121,8120.252831,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
